index;headline_text
3343;Atendimento e contato mais fácil 
3344;Os serviços que antes tinja e agora não tem mais
3345;Tem coisas que a máquina não faz e Nei aceita
3346;Quando passo uma compra parcelada as taxas são quase surreais...muitas vezes é melhor vender com desconto enorme do que parcelar pois quase caimos das pernas com esse juro, a Stone cobra apenas uma vez no parcelado e o valor é mais acessível as taxas são bem melhores, também estou pensando em trocar. 
3347;O site é muito ruim, e induz ao erro
3348;Oferecer o pelo app a opção de pagar boleto com o dinheiro em conta, crédito para celular , transferência para outra conta do Pag seguro
3349;Bateria da máquina acaba muito rápido.
3350;Abri uma reclamação em Outubro e até a data de hoje (13/12) não me foi passado um parecer.
3351;melhorar as taxas dos parcelamento 
3352;colocar crédito em celular
3353;O sinal não esta bom.....acho que deve ser o chip
3354;Precisei do processo de troca, mas não posso ficar sem a maquina por conta dos meus clientes, infelizmente a pagseguro não disponibiliza um aparelho sem que o que esteja com defeito seja devolvido, enfim, não posso ficar sem a maquina...
3355;Receber pôr venda digitada mais rápido 
3356;também poderia fazer transferência para o Itaú, mais só faz da caixa economia.
3357;Não tem teclado para deficiente visual. Perdi várias vendas na Justiça Federal por isso
3358;Juros e Internet da maquina
3359;Máquinas muito sensÃ­veis, já estou na segunda máquina em 6 meses e o visor está se deteriorando.
3360;Cartão pré pago gratuito
3361;Sinal da máquina ( operadora)
3362;Procedimentos, prazos, e fazer as coisas dentro do prazo. Nisso vocês são péssimos 
3363;Aceitar ticket alimentaçao e refeiçao por cliente pagseguro pessoa fisica. Eu adquiri a maquininha acreditando q aceitava, pois vcs anunciam q aceitam e qdo fui passar cartao de cliente me decepcionei ao saber q eu tenho q ser pessoa juridica para aceitar. Paguei caro em minha maquina e acabei desistindo do meu empreendimento por causa disso. 
3364;Solicitei a troca da máquina, o atendente disse que eu receberia um e-mail. Até agora não obtive nenhum contato. Minha máquina está obsoleta. 
3365;Deveria ter um programa para da up grade na maquina, tem varias versões melhoradas e não temos insentivo para a troca.
3366;taxas muito altas, já estou introduzindo outra marca
3367;Mudei o App para receber em 1 dia e a compra entrou para ver em 1 mês.
3368;Ja tem muito maquininha aÃ­ oferecendo taxas melhores e dinheiro cai direto na conta e rápido, vcs precisam melhorar isso...
3369;Sinto falta de poder fazer recarga de celular para os clientes. Tenho que ter outra máquina para fazer isso.
3370;O processo de troca foi absurdamente lento, perdi muitas vendas, não volto a comprar maquininhas
3371;TRABALHO COM DUAS MAQUINAS PAGSEGURO. DEVERIA TER OPCAO NO APLICATIVO DE QUANTO CADA UMA VENDEU. AS VENDAS DEVERIAM APARECER SEPARADAMENTE E NAO TUDO JUNTO.
3372;acho muito demorado a transferência de valor pra conta 
3373;vocês me devem 2 cartões há mais de 5 meses e não entregam. Por isso estou migrando para o PayPal
3374;Atualização do programa pro Android 9
3375;Estou 2 meses com meu dinheiro bloqueador vcs não resolvem não indico pra ninguém 
3376;Reclamação não e prestada direito reclama e não adianta
3377;Tive problemas com a assistência técnica, demorou uns 3 meses para resolverem. Estou com a maquininha estragada. Muita preguiça para mexer com esse povo ( empresa), demorar mais 3,4 meses para resolverem p problema. É a maquininha funcionar 4 meses e quebrar novamente! 
3378;Pagar boletos e outras contas
3379;Confiar no seu cliente e quando for suspeita de golpe, ir em favor dele e não do bandido.
3380;Agilizar as resoluções de problemáticas referente ao produto 
3381;Fui enganado pelo vendedor que me disse que ia cadastrar meu cnpj
3382;Muito cara a taxa de vocês estou pensando em trocar 
3383;Conectividade com o App. Diversas vezes não consegui transferir o valor para meu cartão pelo App e tive de usar o site.
3384;Entendemos que deve haver manutenção. Mas se eu optar em o CLIENTE pagar os JUROS eu NÃƒO deveria ter a taxa. Deveria ser isento, já que vocês já ganhariam as taxas do cliente. Essa opção iria melhorar o meu fluxo de vendas.
3385;Acréscimo em link de pagamento
3386;Juros muito altos 
3387;baixar as taxas conforme concorrência no segmento
3388;É necessário que se tenha um tempo de manutenção mais rápido quando o problerma for, por exemplo, a troca do chip. Dependendo do local, pode ser feita a entrega por motoboy. Se o problema der no meio de um evento, como já aconteceu duas vezes comigo, fico na mão. Outra coisa interessante é a PagSeguro ter posto de venda das máquinas em grandes eventos. Quem estiver interessado ou precisar, pode comprar na hora e já sair usando. Isso evita que o cliente seja prejudicado.
3389;Muito caro essa taxa de transação..... acho um absurdo....
3390;Aceitar cartão ...MAIS..!!!
3391;Aplicativo de circulação do dinheiro, como pagamentos e outros
3392;Gostaria de receber em menos dia o valor é taxas menores tambem
3393;As taxas cobradas não são extremamente altas mas há concorrentes com taxas melhores. Ex: Credicard pop cobra 1,98 no débito
3394;Apenas enfatizando, o valor das taxas são altÃ­ssimos.
3395;Incluir sistema de fluxo de caixa
3396;Durabilidade da bateria
3397;Pagar boletos através do aplicativo
3398;Taxas altÃ­ssimas, e falta a possibilidade de receber o dinehiro das vendas no dia seguinte usando a opção venda sem cartão, passando direto pelo celular no App Vendas.
3399;Apesar de estar escrito que o plano da maquininha vem programado para 30 dias, o meu estava para o dia seguinte e eu pagando 5%. Isso porque me disse o atendente que como eu comprei e participei de uma promoção automaticamente sai para o dia seguinte. Detalhe: não achei essa informação, e não me decolveram o dinheiro, claro. 
3400;Respeito ao vendedor
3401;Receber na hora igual mercado pago
3402;As taxas de outras maquinas concorrentes são consideravelmente mais baixas, se estivesse adquirindo uma maquininha hoje, não adquiriria a da pagseguro.
3403;Viés polÃ­tico do grupo Uol não deve ser manipulador 
3404;O valor das taxas deveriam aparecer no momento do pagamento para que tivéssemos a opção de repassar ou não para o cliente
3405;Acho muito altas as taxas quando recebemos e parcelamos as nossas vendas.
3406;Renegociar as taxas 
3407;Tem maquinetas com taxas menores e isso é muito importante
3408;A BATERIA NÃƒO DURA NADA
3409;NAO BLOQUEAR VALORES PREJUDICANDO O CLIENTE
3410;Melhorar as taxas, devido aos concorrentes.
3411;ser uma empresa seria pra poder merecer minha confiança
3412;Minha conta está bloqueada porque vcs aceitaram cadastro do responsável de pessoa não autorizada e não consigo movimentar a mesma, já fiz inúmeros contatos pelo chat sem resolução 
3413;Recebimentos com menos prazo, muito demorado
3414;As taxas de parcelamento são altas
3415;As taxas estão muito altas, principalmente nas parcelas, aceitar o nubank como meio de transferência de dinheiro. 
3416;Bateria das máquinas (moderninha), não dura nada.
3417;A taxa de transação é alta e a antecipação também...
3418;Cumprir que os 3 primeiros meses são eram isentos de taxa, conforme o contratado
3419;bateria da maquina
3420;Bloqueio de saldo e extrema demora para liberação
3421;Perder venda porque a taxa de juros é fora da realidade é muito triste e eu deixo de vender para muitos clientes por este motivo
3422;Um tremenda falta de respeito vocês me venderem um produto por 718 reais e no dia seguinte o mesmo produto passar a custar 468. Vou jogar essa merda no lixo de tanta raiva que fiquei e comprar uma máquina de uma empresa descente CIELO!
3423;Acredito que não é necessário cobrar uma taxa das nossas vendas parceladas pq essas taxas já são cobradas dos clientes.
3424;Taxas extremamente altas, principalmente no parcelamento.
3425;No momento estou satisfeito só as taxax melhorarem com vocês.
3426;Liberação de um crédito para negativados. 
3427;Contentamentos sem pedido de dados comprovando, descontar do vendedor não é legal , mesmo ele tendo provas do produto entregue e usufruí­do 
3428;Comprei minha moderninha sem wifi por 700 e poucos reais. Logo saiu jma com wifi e mais barata.
3429;10
3430;Mandei minha máquina pra troca voutou com mesmo defeito
3431;vcs deveriam liberar o dinheiro na conta do pag seguro no ato da venda , igual é feito no mercado pago.... E também poder receber com o código QR
3432;Possibilidade de parcelamento de vendas SEM JUROS. Não acrescentar mais taxa.
3433;Poder escolher um prazo de recebimento com taxas menores quando não houver pressa de recebimento.
3434;Receber parcelado quando a venda for parcelado
3435;bloqueio de venda. Falta suporte, falta um SAC e central de reclamações. 
3436;Não bloquear conta de usuário por livre e espontÃ¢nea tá da vontade , tomei um prejuí­zo enorme.
3437;Usabilidade do app
3438;E permitir q a gente possa sacar o dinheiro antes do vencimento, mesmo q tenha um juros maior. Ex. O meu plano era o saque de 30 dias, porem precisei do dinheiro antes, liguei e fui informada q o pagseguro nao trabalha com antecipaçao, sendo q eu precisei dia 07 e o prazo estaria vencendo dia 10.
3439;Quem possuí­ uma máquina antiga, não consegue acompanhar os avanços sem ficar com um monte de máquinas em casa, isso faz com que a troca para o avanço se torne difí­cil.
3440;Retardo de processo de cobrança
3441;No aplicativo minha conta, a opção de pagamento de contas funcionar adequadamente, também ter essa opção para todos clientes. Essa opção está sempre disponÃ­vel. Já que nos últimos meses não vem tendo a opção e quando preciso efetuar um pagamento não funcionou várias vezes.
3442;RECEBER NO DIA SEGUINTE, VENDA NO CELULAR SEM A MAQUINA
3443;Quando cobrar taxa do comprador não cobrar do vendedor.
3444;Mas eu dei 10
3445;A maquininha demora a conectar no celular 
3446;TENHO UMA MÃQUINA DE CHIP SOMENTE, E A PAGSEGURO NÃƒO FAZ UMA UPGRADE PARA MAQUINA QUE TENHA WI-FI
3447;Gostaria de ter taxas menores
3448;Cartão internacional deu problema algas vezes. E quando do liguei e o atendente identificou o problema me disse que foi intermitência do sistema. Perdi dinheiro! 
3449;na segurança quando o cliente receber um email de que estão fazendo saque nao autorizado possamos bloquear imediatamente como é feito nos cartões de credito, pois sacaram todo meu dinheiro para uma conta que não esta no meu nome e mesmo eu avisando a area de contato não impediram a transferencia, e tambem quando ligamos para a central ninguem sabe de nada e não resolvem o problema, ja estamos desde o dia 07 de dezembro com diversas ligaçoes e ninguem resolve, SERIÃ‡O PESSIMO, VAMOS AGUARDAR MAIS UNS DIAS SE CASO NAO SE RESOLVA TEREMOS QUE ACIONAR NA JUSTIÃ‡A, SERVIÃ‡O PESSIMO!
3450;Melhorar taxas
3451;Algumas concorrentes estão cobrando taxas bem menores
3452;Diminuir as taxas cobradas ,muitas vezes não conseguimos passar para o comprador 
3453;Realizei uma venda parcelada na qual o cliente pagou pelas taxas sendo que recebi na minha conta o valor a menor na qual não sei o que foi descontado já que o cliente pagou as taxas
3454;A bateria e uma caso sério que não dura nada, já tive problema é realmente foi trocada, mas a bateria não dura e o cliente deveria ter  desconto de 80% para efetuar a troca por uma mais moderna 
3455;Difí­cil verificação da conta bancária e transferência, além de mesmo após ativação do cartão Alelo o mesmo ainda não passar na máquina.
3456;Redução de taxas
3457;A bateria dura muito pouco
3458;Fazer pagamento direto pelo app
3459;TAXAS ABUSIVAS, UM ABSURDO.
3460;Suporte para troca de máquina por uma de  melhor conectividade 
3461;Problemas com a máquina, não segura a carga 
3462;10
3463;Ter mais fidelidade com quem é proprietário da máquina e não do comprador final.
3464;Não estou conseguindo alterar mês dados bancário cadastrado.
3465;Na página WEB, pedir um token para acesso a conta (autenticação em duas etapas).
3466;bateria nao segura carga e ja esta com defeito em menos de 1 anos
3467;Pagar as indicações assim que confirmado a compra
3468;Preciso da nota fiscal p/troca dá prara máquina,porem, não lembro onde está a minha, liguei na Natura me disseram vcs teem a copia,mais não sei como fazer p/q vcs me mandem a 2Â°via da nota fiscal! Eu preciso da máquina p/ajudar nas minhas vendas...desde já agradeço!
